ItemID,InvoiceID,Description,Quantity,UnitPrice
1607,542,Hardware Purchase,9,4678.07
1608,542,Support Contract,3,434.05
1609,542,Consulting Services,8,4426.57
1610,543,Hardware Purchase,7,4329.24
1611,543,Software License,6,561.33
1612,544,Training Session,9,844.5
1613,544,Support Contract,2,4870.38
1614,545,Hardware Purchase,10,4715.17
1615,546,Hardware Purchase,6,3803.83
1616,547,Consulting Services,5,1497.21
1617,547,Software License,10,4895.25
1618,547,Hardware Purchase,5,1273.56
1619,547,Consulting Services,4,3114.99
1620,548,Support Contract,2,3060.43
1621,548,Consulting Services,2,1198.32
1622,548,Support Contract,10,1618.45
1623,548,Hardware Purchase,3,63.4
1624,548,Consulting Services,8,1440.35
1625,549,Training Session,1,1255.83
1626,549,Support Contract,5,1163.11
1627,549,Support Contract,10,2561.09
1628,550,Hardware Purchase,1,1924.94
1629,550,Software License,5,1271.29
1630,551,Support Contract,9,863.51
1631,551,Consulting Services,2,4326.13
1632,551,Consulting Services,9,585.64
1633,552,Training Session,8,4461.87
1634,552,Support Contract,2,684.42
1635,553,Training Session,5,2046.38
1636,553,Consulting Services,9,547.95
1637,553,Support Contract,4,1794.1
1638,553,Consulting Services,9,1516.52
1639,553,Consulting Services,5,1003.66
1640,554,Consulting Services,5,4051.02
1641,554,Support Contract,3,2603.18
1642,554,Hardware Purchase,6,642.9
1643,554,Training Session,9,290.08
1644,555,Hardware Purchase,1,392.12
1645,555,Training Session,3,3810.89
1646,556,Support Contract,1,4364.72
1647,556,Training Session,9,1891.85
1648,556,Consulting Services,8,3424.91
1649,557,Hardware Purchase,5,3678.25
1650,557,Software License,4,4571.24
1651,558,Support Contract,9,2146.42
1652,558,Consulting Services,9,4230.78
1653,558,Software License,2,2071.53
1654,558,Software License,10,2027.51
1655,558,Support Contract,4,2432.08
1656,559,Software License,8,1352.18
1657,559,Consulting Services,2,2358.44
1658,559,Hardware Purchase,6,1278.86
1659,559,Support Contract,7,3634.23
1660,559,Support Contract,7,522.67
1661,560,Hardware Purchase,4,356.47
1662,560,Hardware Purchase,4,4311.14
1663,560,Support Contract,2,847.34
1664,560,Hardware Purchase,4,2979.64
1665,561,Software License,9,1684.19
1666,561,Support Contract,6,3154.58
1667,561,Software License,2,2027.45
1668,561,Training Session,1,2950.8
1669,562,Training Session,10,4560.42
1670,562,Hardware Purchase,10,3761.55
1671,563,Training Session,6,4539.79
1672,563,Support Contract,3,2298.82
1673,564,Support Contract,5,2538.54
1674,564,Support Contract,4,3980.18
1675,564,Support Contract,3,1963.02
1676,565,Hardware Purchase,3,4587.9
1677,565,Training Session,9,2017.8
1678,565,Hardware Purchase,2,1092.43
1679,565,Support Contract,7,361.72
1680,565,Hardware Purchase,3,2579.57
1681,566,Training Session,5,3449.9
1682,566,Support Contract,3,3908.14
1683,566,Hardware Purchase,7,2856.78
1684,566,Software License,9,1476.93
1685,566,Training Session,5,2167.22
1686,567,Support Contract,5,1388.37
1687,568,Consulting Services,5,162.07
1688,568,Hardware Purchase,3,1940.83
1689,568,Hardware Purchase,6,4579.23
1690,568,Hardware Purchase,1,3802.34
1691,569,Hardware Purchase,6,2813.28
1692,569,Consulting Services,4,3310.66
1693,569,Support Contract,2,4437.72
1694,569,Consulting Services,1,669.96
1695,570,Support Contract,2,1199.49
1696,570,Support Contract,5,485.03
1697,570,Hardware Purchase,1,3916.43
1698,570,Support Contract,8,4241.01
1699,571,Hardware Purchase,6,330.65
1700,571,Support Contract,4,3360.55
1701,571,Software License,1,808.39
1702,571,Hardware Purchase,10,3064.79
1703,572,Training Session,9,504.64
1704,572,Support Contract,4,1483.36
1705,573,Hardware Purchase,3,1965.85
1706,574,Consulting Services,3,4074.85
1707,574,Hardware Purchase,10,4660.43
1708,574,Consulting Services,5,2654.86
1709,574,Support Contract,4,1846.29
1710,574,Software License,7,1106.42
1711,575,Support Contract,5,4979.45
1712,575,Support Contract,10,3980.1
1713,576,Training Session,10,4495.56
1714,576,Consulting Services,9,4256.79
1715,576,Software License,8,1301.93
1716,577,Support Contract,9,202.46
1717,577,Training Session,6,847.29
1718,578,Consulting Services,4,541.27
1719,578,Hardware Purchase,6,4978.96
1720,578,Training Session,4,2068.76
1721,579,Consulting Services,3,2577.06
1722,579,Consulting Services,5,575.79
1723,579,Hardware Purchase,7,2668.61
1724,579,Software License,2,4329.08
1725,580,Software License,2,1094.06
1726,580,Training Session,7,1237.39
1727,580,Training Session,5,1504.92
1728,581,Consulting Services,9,2183.58
1729,581,Software License,6,3700.33
1730,581,Hardware Purchase,4,4770.01
1731,582,Consulting Services,4,2825.18
1732,583,Hardware Purchase,3,1629.38
1733,583,Consulting Services,4,1560.1
1734,583,Consulting Services,6,1931.65
1735,584,Support Contract,10,4928.47
1736,584,Consulting Services,3,2577.27
1737,584,Consulting Services,9,3539.93
1738,584,Support Contract,1,238.76
1739,584,Support Contract,1,1933.45
1740,585,Support Contract,10,59.92
1741,585,Support Contract,8,255.31
1742,586,Training Session,8,2522.96
1743,587,Hardware Purchase,9,2912.56
1744,587,Support Contract,8,1414.05
1745,587,Software License,8,3874.71
1746,588,Training Session,4,736.68
1747,588,Hardware Purchase,4,2270.08
1748,588,Training Session,9,4048.43
1749,588,Consulting Services,10,4999.51
1750,588,Training Session,6,2248.27
1751,589,Training Session,9,3953.77
1752,589,Software License,6,1448.27
1753,589,Hardware Purchase,2,3396.78
1754,589,Support Contract,1,3191.06
1755,589,Support Contract,9,3431.07
1756,590,Training Session,7,2436.06
1757,591,Support Contract,10,1914.97
1758,591,Hardware Purchase,4,3608.33
1759,591,Software License,9,4497.38
1760,591,Support Contract,5,2138.75
1761,592,Consulting Services,10,576.13
1762,592,Hardware Purchase,6,3136.98
1763,593,Consulting Services,5,4680.18
1764,594,Consulting Services,10,1489.31
1765,594,Consulting Services,10,1310.5
1766,594,Hardware Purchase,3,3336.69
1767,594,Hardware Purchase,9,2430.7
1768,594,Software License,9,401.33
1769,595,Support Contract,10,2197.77
1770,595,Hardware Purchase,10,3772.23
1771,596,Training Session,9,677.87
1772,596,Software License,7,4955.1
1773,596,Training Session,4,878.45
1774,597,Software License,2,4090.06
1775,597,Support Contract,3,57.12
1776,597,Consulting Services,9,4939.8
1777,597,Software License,6,4892.49
1778,597,Training Session,6,2309.64
1779,598,Consulting Services,9,921.18
1780,598,Support Contract,8,1796.24
1781,599,Support Contract,8,1445.63
1782,599,Training Session,7,2604.48
1783,599,Consulting Services,9,4307.53
1784,600,Consulting Services,2,453.89
1785,600,Hardware Purchase,6,191.89
1786,600,Support Contract,3,4985.83
1787,601,Consulting Services,2,2253.93
1788,602,Training Session,3,4363.19
1789,602,Hardware Purchase,8,3700.13
1790,602,Hardware Purchase,8,4172.83
1791,602,Consulting Services,5,3093.72
1792,603,Software License,7,939.54
1793,603,Training Session,1,3890.1
1794,603,Software License,5,970.88
1795,603,Consulting Services,6,2417.8
1796,604,Consulting Services,7,2651.66
1797,605,Hardware Purchase,2,4791.99
1798,606,Software License,7,2477.35
1799,606,Software License,9,1260.73
1800,606,Training Session,1,3081.86
1801,606,Software License,10,3149.58
1802,606,Consulting Services,9,1863.03
1803,607,Software License,9,1599.88
1804,607,Software License,2,4263.69
1805,607,Training Session,3,1712.51
1806,607,Hardware Purchase,1,949.61
1807,608,Hardware Purchase,5,2345.95
1808,608,Support Contract,8,4186.5
1809,609,Consulting Services,9,775.53
1810,609,Software License,1,2856.51
1811,609,Support Contract,4,4639.64
1812,610,Support Contract,9,2213.66
1813,610,Training Session,8,2737.35
1814,610,Training Session,9,4608.54
1815,610,Software License,5,4726.85
1816,610,Consulting Services,4,251.74
1817,611,Software License,4,252.9
1818,612,Consulting Services,1,4531.98
1819,612,Software License,1,536.93
1820,612,Training Session,1,2619.29
1821,613,Support Contract,7,1878.9
1822,613,Software License,6,2997.79
1823,613,Support Contract,3,4997.88
1824,613,Software License,10,389.84
1825,613,Support Contract,7,1297.59
1826,614,Training Session,3,3253.55
1827,614,Training Session,7,1803.27
1828,614,Hardware Purchase,1,4985.1
1829,614,Training Session,6,1139.72
1830,614,Consulting Services,6,3319.03
1831,615,Support Contract,6,1339.87
1832,615,Support Contract,3,371.15
1833,615,Hardware Purchase,7,1955.72
1834,616,Software License,8,312.23
1835,616,Software License,1,1012.59
1836,616,Hardware Purchase,6,1103.08
1837,616,Training Session,5,2026.33
1838,616,Consulting Services,8,2379.37
1839,617,Software License,4,692.59
1840,617,Consulting Services,5,1825.47
1841,617,Hardware Purchase,7,148.09
1842,617,Hardware Purchase,3,3428.19
1843,618,Hardware Purchase,2,4901.86
1844,619,Training Session,5,74.7
1845,619,Training Session,3,3402.39
1846,620,Training Session,7,1517.35
1847,620,Consulting Services,7,617.9
1848,620,Consulting Services,1,3268.36
1849,621,Hardware Purchase,3,3288.31
1850,621,Training Session,10,2273.52
1851,621,Support Contract,2,3422.92
1852,621,Support Contract,8,1045.41
1853,622,Software License,9,988.93
1854,623,Hardware Purchase,6,579.29
1855,623,Software License,5,1999.5
1856,623,Training Session,6,749.06
1857,623,Consulting Services,6,4218.57
1858,623,Hardware Purchase,4,2326.98
1859,624,Software License,3,3739.89
1860,624,Consulting Services,2,1842.97
1861,624,Training Session,10,845.01
1862,624,Consulting Services,2,609.04
1863,625,Support Contract,7,1514.0
1864,625,Training Session,10,2998.71
1865,625,Consulting Services,5,3396.84
1866,626,Hardware Purchase,3,1346.72
1867,626,Support Contract,10,61.81
1868,626,Software License,2,538.89
1869,626,Training Session,4,2510.62
1870,626,Software License,4,3725.62
1871,627,Software License,10,2161.18
1872,627,Training Session,10,2391.6
1873,627,Support Contract,1,4495.27
1874,628,Training Session,6,2690.56
1875,628,Training Session,10,3487.66
1876,629,Hardware Purchase,6,2306.67
1877,629,Hardware Purchase,4,1774.54
1878,629,Consulting Services,9,2239.04
1879,630,Training Session,3,4744.8
1880,631,Support Contract,3,1313.04
1881,631,Consulting Services,6,934.76
1882,631,Hardware Purchase,6,3576.77
1883,632,Hardware Purchase,8,3186.17
1884,632,Software License,1,1684.72
1885,632,Training Session,6,4759.77
1886,632,Support Contract,4,1347.3
1887,632,Support Contract,4,4646.94
1888,633,Support Contract,3,711.03
1889,633,Software License,2,2994.06
1890,633,Software License,10,1946.78
1891,634,Hardware Purchase,1,2380.16
1892,634,Training Session,10,983.8
1893,634,Hardware Purchase,1,1651.92
1894,634,Software License,5,3478.27
1895,635,Training Session,6,3612.35
1896,636,Hardware Purchase,4,1395.83
1897,636,Training Session,2,2488.34
1898,636,Hardware Purchase,3,923.83
1899,636,Consulting Services,9,4982.86
1900,637,Consulting Services,5,4081.79
1901,637,Support Contract,5,2100.92
1902,637,Support Contract,8,1907.98
1903,637,Hardware Purchase,6,1166.4
1904,637,Training Session,8,1147.99
1905,638,Software License,8,4017.36
1906,638,Consulting Services,4,831.78
1907,638,Training Session,2,1630.32
1908,639,Training Session,9,214.32
1909,639,Training Session,3,3285.09
1910,639,Software License,4,1978.29
1911,639,Hardware Purchase,6,920.66
1912,640,Consulting Services,1,608.56
1913,640,Consulting Services,2,2529.98
1914,641,Software License,4,4709.76
1915,641,Hardware Purchase,9,756.94
1916,641,Hardware Purchase,6,982.02
1917,642,Hardware Purchase,3,3051.42
1918,642,Hardware Purchase,3,3141.07
1919,642,Software License,9,4677.21
1920,643,Software License,8,611.2
1921,644,Consulting Services,5,1887.09
1922,644,Hardware Purchase,4,4205.83
1923,644,Training Session,3,4808.26
1924,644,Support Contract,9,3219.38
1925,645,Software License,6,2508.26
1926,645,Consulting Services,1,2098.84
1927,646,Consulting Services,1,4600.08
1928,646,Hardware Purchase,7,2965.1
1929,646,Support Contract,10,2637.39
1930,647,Hardware Purchase,9,4870.32
1931,647,Training Session,5,563.89
1932,648,Software License,9,713.43
1933,648,Software License,9,1844.57
1934,648,Training Session,3,3653.29
1935,649,Support Contract,8,2900.88
1936,649,Consulting Services,4,3558.65
1937,650,Hardware Purchase,3,3548.58
1938,650,Consulting Services,9,3508.93
1939,650,Consulting Services,8,3278.43
1940,650,Training Session,1,3826.39
1941,651,Hardware Purchase,3,1929.07
1942,651,Training Session,4,1932.88
1943,651,Consulting Services,10,858.64
1944,652,Consulting Services,6,2955.27
1945,652,Consulting Services,9,3942.9
1946,652,Support Contract,3,1282.45
1947,653,Software License,10,1476.35
1948,653,Support Contract,2,408.66
1949,653,Hardware Purchase,7,1577.14
1950,653,Software License,4,4944.9
1951,654,Support Contract,3,4292.66
1952,655,Software License,6,4826.04
1953,655,Consulting Services,1,3936.97
1954,656,Software License,8,1253.6
1955,656,Support Contract,9,4688.19
1956,656,Support Contract,9,3847.52
1957,656,Training Session,2,4913.88
1958,656,Training Session,8,4159.16
1959,657,Training Session,7,2372.74
1960,658,Support Contract,4,1556.08
1961,658,Software License,1,1193.15
1962,659,Training Session,7,2751.81
1963,659,Training Session,6,1723.44
1964,659,Software License,3,1077.11
1965,659,Training Session,5,3395.89
1966,659,Software License,8,3800.92
1967,660,Training Session,9,3912.81
1968,660,Support Contract,7,3148.91
1969,661,Hardware Purchase,3,4760.12
1970,661,Training Session,10,1664.34
1971,662,Software License,4,1896.82
1972,662,Support Contract,4,777.95
1973,662,Training Session,8,4594.47
1974,662,Training Session,1,2551.58
1975,662,Hardware Purchase,9,3099.93
1976,663,Hardware Purchase,1,3721.18
1977,663,Training Session,6,1875.99
1978,663,Hardware Purchase,10,656.79
1979,663,Consulting Services,6,4639.89
1980,663,Software License,5,3556.29
1981,664,Consulting Services,10,4287.77
1982,664,Software License,4,1594.3
1983,664,Consulting Services,6,395.24
1984,665,Hardware Purchase,10,4229.85
1985,666,Training Session,1,4988.09
1986,666,Consulting Services,7,3612.14
1987,667,Consulting Services,1,1668.39
1988,667,Consulting Services,4,1908.16
1989,667,Software License,4,551.35
1990,667,Support Contract,4,4712.02
1991,668,Consulting Services,6,2261.89
1992,669,Consulting Services,3,4964.12
1993,669,Consulting Services,3,1746.31
1994,669,Consulting Services,6,3211.82
1995,669,Training Session,9,4598.69
1996,669,Software License,4,1692.44
1997,670,Software License,2,2738.82
1998,670,Software License,6,4021.38
1999,670,Software License,10,4927.44
2000,670,Support Contract,1,1594.27
2001,670,Support Contract,8,4302.35
2002,671,Hardware Purchase,5,4455.66
2003,671,Training Session,7,2237.02
2004,672,Software License,8,4556.04
2005,672,Consulting Services,8,3794.06
2006,672,Software License,5,1808.19
2007,673,Hardware Purchase,9,2686.16
2008,673,Support Contract,1,213.68
2009,673,Training Session,7,1293.96
2010,674,Software License,4,329.54
2011,674,Training Session,9,4398.11
2012,674,Support Contract,7,4167.39
2013,674,Training Session,5,4183.12
2014,675,Support Contract,5,3314.51
2015,675,Hardware Purchase,6,4262.62
2016,675,Training Session,6,4474.7
2017,676,Support Contract,9,926.56
2018,676,Software License,4,3633.24
2019,676,Software License,6,216.12
2020,676,Training Session,9,4829.2
2021,677,Training Session,4,3822.33
2022,677,Hardware Purchase,9,4484.56
2023,677,Support Contract,2,87.0
2024,678,Hardware Purchase,5,2708.99
2025,678,Support Contract,10,3590.6
2026,679,Hardware Purchase,10,3375.93
2027,679,Consulting Services,7,165.21
2028,679,Support Contract,4,513.48
2029,679,Software License,3,3382.21
2030,679,Software License,9,3499.43
2031,680,Software License,3,3058.27
2032,680,Support Contract,3,1090.87
2033,680,Support Contract,9,4999.57
2034,681,Training Session,4,4719.89
2035,681,Consulting Services,9,2003.41
2036,682,Training Session,1,4435.43
2037,682,Software License,9,2809.83
2038,682,Support Contract,1,1548.05
2039,682,Software License,7,4400.95
2040,682,Support Contract,3,2055.27
2041,683,Hardware Purchase,2,2804.01
2042,683,Consulting Services,5,4990.36
2043,683,Support Contract,2,4277.0
2044,683,Training Session,10,821.25
2045,684,Consulting Services,8,1117.52
2046,684,Consulting Services,1,4332.04
2047,684,Consulting Services,5,4654.8
2048,685,Consulting Services,2,2163.34
2049,685,Hardware Purchase,9,84.71
2050,686,Training Session,9,3568.5
2051,687,Support Contract,9,1935.99
2052,687,Software License,4,3711.29
2053,688,Consulting Services,8,945.55
2054,688,Consulting Services,1,3792.16
2055,689,Software License,6,4471.31
2056,689,Training Session,10,3390.06
2057,689,Support Contract,9,4024.88
2058,689,Hardware Purchase,2,822.05
2059,689,Training Session,6,879.36
2060,690,Hardware Purchase,1,1826.46
2061,690,Training Session,10,1524.98
2062,690,Software License,7,1687.3
2063,690,Support Contract,3,2831.14
2064,690,Training Session,10,602.85
2065,691,Hardware Purchase,8,1278.86
2066,691,Consulting Services,7,3996.16
2067,691,Support Contract,8,2808.81
2068,691,Training Session,4,3952.1
2069,691,Hardware Purchase,5,4985.49
2070,692,Support Contract,6,3967.66
2071,692,Software License,10,4468.06
2072,693,Hardware Purchase,5,3340.71
2073,693,Consulting Services,4,197.71
2074,693,Support Contract,4,2307.73
2075,693,Software License,4,4692.02
2076,694,Training Session,7,98.5
2077,695,Training Session,3,736.73
2078,695,Support Contract,3,481.89
2079,696,Software License,9,2043.71
2080,696,Support Contract,9,4123.48
2081,696,Consulting Services,5,203.77
2082,697,Hardware Purchase,2,305.55
2083,697,Support Contract,7,77.75
2084,697,Training Session,6,2044.13
2085,697,Consulting Services,1,1734.47
2086,697,Consulting Services,2,4413.79
2087,698,Software License,6,1684.59
2088,698,Hardware Purchase,7,2098.47
2089,698,Hardware Purchase,1,131.09
2090,699,Support Contract,6,3596.43
2091,700,Software License,6,212.31
2092,700,Training Session,8,2637.71
2093,701,Training Session,9,1632.83
2094,702,Hardware Purchase,2,1712.57
2095,702,Training Session,8,3850.21
2096,702,Support Contract,7,4712.02
2097,702,Consulting Services,3,3907.16
2098,703,Software License,10,3672.09
2099,703,Consulting Services,5,3044.66
2100,704,Consulting Services,5,1356.34
2101,704,Consulting Services,1,3052.61
2102,704,Hardware Purchase,8,2552.8
2103,704,Consulting Services,6,3902.52
2104,704,Hardware Purchase,1,2788.55
2105,705,Training Session,2,1593.85
2106,705,Consulting Services,7,1253.84
2107,706,Training Session,6,309.18
2108,706,Support Contract,9,2455.13
2109,706,Software License,2,4715.6
2110,707,Hardware Purchase,5,3992.83
2111,707,Support Contract,4,4562.36
2112,707,Consulting Services,8,1152.52
2113,707,Consulting Services,3,1563.92
2114,707,Hardware Purchase,3,464.74
2115,708,Training Session,1,129.71
2116,709,Training Session,5,2531.55
2117,709,Support Contract,6,294.69
2118,709,Hardware Purchase,6,2588.71
2119,709,Support Contract,3,3367.28
2120,710,Support Contract,5,4868.13
2121,710,Software License,1,1473.46
2122,711,Software License,2,2552.44
2123,711,Support Contract,4,2600.99
2124,711,Training Session,7,2037.39
2125,711,Hardware Purchase,6,643.94
2126,711,Software License,3,4612.71
2127,712,Training Session,6,2415.68
2128,712,Consulting Services,1,550.65
2129,713,Consulting Services,8,4475.74
2130,713,Consulting Services,10,2335.5
2131,713,Hardware Purchase,7,2482.71
2132,713,Software License,5,748.33
2133,714,Consulting Services,6,3282.85
2134,715,Support Contract,1,763.89
2135,715,Software License,1,261.08
2136,716,Hardware Purchase,1,3639.54
2137,717,Hardware Purchase,5,2225.17
2138,717,Software License,10,4142.96
2139,718,Training Session,3,1632.88
2140,718,Software License,3,3602.92
2141,718,Hardware Purchase,4,1680.68
2142,719,Consulting Services,8,3461.29
2143,719,Software License,1,2391.7
2144,719,Support Contract,10,3345.26
2145,719,Support Contract,10,2210.52
2146,719,Consulting Services,4,4700.73
2147,720,Software License,3,4267.27
2148,720,Support Contract,9,3030.93
2149,720,Consulting Services,5,2572.89
2150,721,Hardware Purchase,6,901.08
2151,721,Hardware Purchase,7,367.71
2152,722,Support Contract,3,3576.99
2153,722,Training Session,6,2277.69
2154,723,Software License,10,1713.98
2155,723,Support Contract,3,1896.28
2156,723,Software License,7,2765.89
2157,723,Training Session,4,2539.62
2158,724,Support Contract,4,1420.21
2159,724,Support Contract,6,2415.62
2160,724,Training Session,10,2893.29
2161,724,Support Contract,9,1025.2
2162,725,Hardware Purchase,10,1871.41
2163,725,Consulting Services,9,4359.6
2164,726,Consulting Services,1,1143.62
2165,726,Consulting Services,9,3426.17
2166,726,Support Contract,1,3347.88
2167,726,Consulting Services,7,962.13
2168,726,Consulting Services,10,4678.73
2169,727,Consulting Services,8,582.72
2170,728,Software License,10,2237.49
2171,728,Consulting Services,3,110.21
2172,728,Consulting Services,2,2305.53
2173,728,Hardware Purchase,1,4461.99
2174,728,Consulting Services,1,233.22
2175,729,Consulting Services,9,3918.03
2176,729,Support Contract,7,3953.92
2177,729,Hardware Purchase,5,3039.21
2178,729,Software License,1,1908.94
2179,729,Training Session,3,3457.76
2180,730,Consulting Services,9,1096.81
2181,730,Consulting Services,6,3156.63
2182,730,Hardware Purchase,8,3207.37
2183,730,Support Contract,2,1045.83
2184,731,Support Contract,10,366.92
2185,731,Support Contract,6,4713.31
2186,731,Software License,5,2623.79
2187,731,Training Session,5,2376.12
2188,731,Hardware Purchase,2,3066.45
2189,732,Software License,10,146.37
2190,732,Support Contract,6,578.91
2191,733,Software License,5,1081.8
2192,733,Training Session,8,4252.95
2193,734,Training Session,10,2962.36
2194,734,Software License,2,470.07
2195,734,Software License,4,4949.83
2196,734,Training Session,3,4209.59
2197,735,Training Session,5,872.27
2198,735,Hardware Purchase,9,3620.07
2199,736,Training Session,5,2090.32
2200,736,Support Contract,3,619.44
2201,737,Hardware Purchase,10,4635.9
2202,738,Training Session,6,4700.43
2203,739,Training Session,8,1003.08
2204,740,Consulting Services,1,2346.46
2205,740,Training Session,7,875.4
2206,740,Training Session,6,1615.52
2207,740,Hardware Purchase,6,1628.18
2208,741,Consulting Services,6,2182.96
2209,741,Training Session,7,2848.49
2210,741,Software License,10,4667.01
2211,742,Support Contract,3,4818.65
2212,742,Consulting Services,7,2108.67
2213,742,Software License,2,4496.9
2214,742,Software License,9,2179.65
2215,743,Hardware Purchase,3,3077.76
2216,744,Support Contract,9,1522.09
2217,745,Training Session,9,4007.79
2218,745,Hardware Purchase,7,2237.12
2219,745,Support Contract,8,4820.55
2220,745,Hardware Purchase,7,2438.63
2221,745,Training Session,3,1548.97
2222,746,Software License,1,4776.59
2223,746,Hardware Purchase,9,4275.3
2224,746,Support Contract,8,4806.2
2225,746,Hardware Purchase,2,4892.76
2226,746,Consulting Services,9,4875.56
2227,747,Consulting Services,6,4565.27
2228,747,Training Session,1,1782.44
2229,748,Consulting Services,7,693.59
2230,748,Support Contract,9,3186.57
2231,748,Hardware Purchase,10,3236.17
2232,748,Consulting Services,9,3485.84
2233,749,Software License,1,377.7
2234,749,Support Contract,9,1956.86
2235,749,Hardware Purchase,2,4190.56
2236,749,Training Session,2,3938.8
2237,749,Hardware Purchase,6,2420.11
2238,750,Software License,7,3420.17
2239,750,Training Session,8,3737.56
2240,751,Support Contract,8,1342.93
2241,751,Consulting Services,7,2726.64
2242,751,Support Contract,6,1071.68
2243,751,Training Session,2,4060.07
2244,752,Support Contract,4,922.8
2245,753,Training Session,5,4046.43
2246,754,Consulting Services,4,1183.97
2247,755,Consulting Services,10,4653.49
2248,755,Support Contract,8,4319.03
2249,755,Software License,9,3633.92
2250,755,Support Contract,9,4341.14
2251,756,Training Session,4,4643.81
2252,756,Software License,5,3519.62
2253,756,Hardware Purchase,8,4195.79
2254,757,Consulting Services,8,687.4
2255,757,Training Session,9,1444.6
2256,758,Consulting Services,6,4332.36
2257,759,Hardware Purchase,10,65.85
2258,760,Support Contract,7,1535.57
2259,760,Support Contract,9,975.36
2260,760,Support Contract,3,3719.57
2261,760,Consulting Services,7,3745.92
2262,760,Support Contract,10,1414.38
2263,761,Support Contract,10,4965.12
2264,761,Support Contract,6,90.45
2265,761,Support Contract,10,1303.07
2266,762,Consulting Services,4,4970.91
2267,762,Software License,10,451.0
2268,763,Consulting Services,4,407.17
2269,764,Consulting Services,5,4493.41
2270,764,Hardware Purchase,7,4197.7
2271,764,Consulting Services,7,293.06
2272,764,Software License,4,4010.73
2273,764,Support Contract,2,3036.12
2274,765,Software License,10,572.43
2275,766,Consulting Services,4,275.28
2276,766,Hardware Purchase,7,1482.17
2277,766,Training Session,2,533.36
2278,766,Support Contract,7,520.38
2279,767,Support Contract,5,1938.47
2280,768,Hardware Purchase,2,2012.08
2281,768,Training Session,1,1576.7
2282,768,Support Contract,4,288.18
2283,769,Consulting Services,10,233.87
2284,769,Support Contract,4,1310.16
2285,770,Support Contract,3,2416.01
2286,770,Consulting Services,8,4521.3
2287,771,Consulting Services,1,250.52
2288,771,Support Contract,5,4305.25
2289,771,Software License,10,3601.23
2290,772,Training Session,1,4986.02
2291,773,Hardware Purchase,5,3994.29
2292,773,Training Session,8,2772.82
2293,773,Hardware Purchase,9,1454.63
2294,774,Hardware Purchase,10,992.0
2295,774,Support Contract,2,124.79
2296,774,Support Contract,10,1738.29
2297,775,Training Session,10,2313.01
2298,776,Hardware Purchase,4,3010.6
2299,776,Training Session,9,827.86
2300,777,Consulting Services,2,2164.41
2301,777,Support Contract,10,2265.43
2302,778,Hardware Purchase,2,966.95
2303,778,Software License,3,3889.49
2304,778,Consulting Services,3,1826.65
2305,779,Support Contract,7,3115.68
2306,779,Training Session,10,4629.95
2307,779,Training Session,2,1216.46
2308,780,Software License,7,2268.17
2309,780,Training Session,7,4322.43
2310,780,Hardware Purchase,6,1562.3
2311,780,Hardware Purchase,6,4534.85
2312,780,Support Contract,6,4382.95
2313,781,Support Contract,4,2037.47
2314,781,Consulting Services,1,4949.01
2315,782,Support Contract,7,1916.51
2316,782,Software License,4,4367.4
2317,782,Hardware Purchase,4,3831.99
2318,782,Support Contract,5,1406.38
2319,782,Support Contract,9,1114.08
2320,783,Software License,3,88.1
2321,783,Hardware Purchase,1,4637.01
2322,783,Support Contract,4,3269.39
2323,783,Training Session,3,4371.86
2324,783,Software License,5,3804.51
2325,784,Hardware Purchase,1,1767.72
2326,784,Training Session,2,331.55
2327,784,Support Contract,3,4614.29
2328,784,Support Contract,7,4390.16
2329,784,Support Contract,3,1919.12
2330,785,Consulting Services,3,2845.56
2331,785,Training Session,4,2510.14
2332,785,Software License,4,4453.32
2333,785,Training Session,8,2168.67
2334,786,Training Session,4,1440.49
2335,786,Hardware Purchase,5,1540.81
2336,786,Support Contract,1,284.46
2337,786,Hardware Purchase,5,801.22
2338,786,Consulting Services,9,504.02
2339,787,Hardware Purchase,6,1819.35
2340,787,Consulting Services,2,3147.42
2341,788,Support Contract,10,4530.29
2342,789,Software License,8,2998.32
2343,789,Hardware Purchase,6,4338.6
2344,789,Hardware Purchase,6,480.23
2345,789,Software License,6,2486.07
2346,790,Software License,6,2895.56
2347,790,Support Contract,6,2831.42
2348,790,Training Session,9,976.09
2349,790,Consulting Services,5,2053.24
2350,790,Training Session,4,1007.47
2351,791,Consulting Services,10,3607.16
2352,791,Software License,7,485.98
2353,792,Training Session,1,1528.74
2354,792,Consulting Services,6,1031.97
2355,792,Consulting Services,8,3858.0
2356,793,Hardware Purchase,10,2760.47
2357,794,Consulting Services,10,2198.67
2358,795,Hardware Purchase,7,2599.98
2359,795,Hardware Purchase,3,4903.96
2360,796,Hardware Purchase,1,2817.57
2361,796,Hardware Purchase,3,2542.47
2362,796,Software License,3,4593.49
2363,796,Software License,5,1278.57
2364,796,Support Contract,9,3062.85
2365,797,Software License,5,3113.22
2366,797,Software License,5,1564.18
2367,798,Training Session,8,1349.74
2368,798,Training Session,3,3465.17
2369,798,Consulting Services,1,2903.13
2370,798,Training Session,5,2312.43
2371,799,Support Contract,4,163.46
2372,799,Consulting Services,4,284.45
2373,799,Training Session,3,2209.4
2374,799,Training Session,9,3325.95
2375,800,Hardware Purchase,9,4122.66
2376,800,Training Session,9,3972.64
2377,800,Software License,8,232.96
2378,801,Training Session,8,909.38
2379,802,Software License,4,4473.35
2380,802,Consulting Services,9,1493.94
